Sample	Category	
striped bass (morone saxatilis)	animal	
subclinical ewe mastitis; ovine	animal	
subcutaneous abscess foci in an amazon freshwater dolphin suffering golf ball disease	animal	
suffolk breed of sheep with johne's disease	animal	
surface of a mussel	animal	
surti buffalo rumen liquor	animal	
sus scrofa	animal	
sus scrofa: cecal content	animal	
swab of a dead zebra carcass	animal	
swine	animal	
swine brain	animal	
swine carcass	animal	
swine carcass at a slaughter plant	animal	
swine cecal tissues	animal	
swine cecum	animal	
swine deep mammary abscess	animal	
swine dysentery	animal	
swine feces	animal	
swine intestine	animal	
swine intestine showing strong acid tolerance and bile resistance	animal	
swine manure storage pit	animal	
swine waste-corn fermentation	animal	
swiss alpine ibex feces	animal	
synovial fluid of a sheep	animal	
terminally sick jamunapari goat	animal	
termite alimentary tract and the first spirochete found capable of acetogenesis	animal	
termite gut	animal	
termite gut and has been shown to have good cellulolytic activity	animal	
termite hindgut	animal	
termite hindguts	animal	
termites	animal	
the abscess of lung from a sheep	animal	
the bean bug riptortus pedestris; posterior midgut	animal	
the blood of wild rats	animal	
the brain of a stranded short-finned pilot whale (globicephala macrorhynchus)	animal	
the brain of an old duck	animal	
the brain of brown rockfish (sebastes ventricosus)	animal	
the cervical swab of a cow with metritis	animal	
the common seal	animal	
the dead ark clam during the mass mortality event	animal	
the dead pink bollworm turned black	animal	
the dog oral cavity	animal	
the feces of a cd-1 mouse	animal	
the feces of a chicken, and has been shown to be non-invasive to weakly invasive	animal	
the feces of a healthy sheep	animal	
the gastric mucosa of cats and classified as h	animal	
the gills of a fresh-water fish, the tench	animal	
the gills of bathymodiolus brevior, a deep-seamussel	animal	
the gills of the wood-boring mollusc (bivalvia:teredinidae) and may potentially be useful	animal	
the gray marmot, marmota baibacina,	animal	
the gut of  the pest helicoverpa armigera	animal	
the gut of a long-horned beetle, massicus raddei and could degrade xylane	animal	
the gut of a newly isolated entomopathogenic nematode oscheius species tel-2014 (ncbi) accession km492926	animal	
the gut of abalone	animal	
the haemolymph of galleria mellonella larvae infected with steinernema spp	animal	
the himalayan marmot, marmota himalaya,	animal	
the ileum of a sow that died of haemorrhagic diarrhoea	animal	
the internal organs of a laying hen with clinical symptoms of septicemia	animal	
the intestinal contents of a lamb	animal	
the intestinal tract of 14dpf zebrafish at the university of oregon	animal	
the intestinal tract of 28dpf zebrafish at the university of oregon	animal	
the intestinal tract of a 14dpf zebrafish at the university of oregon	animal	
the intestinal tract of a 21dpf zebrafish at the university of oregon	animal	
the intestinal tract of a 28dpf zebrafish at the university of oregon	animal	
the intestinal tract of a 60dpf zebrafish at the university of oregon	animal	
the intestinal tract of a 6dpf zebrafish at the university of north carolina	animal	
the intestinal tract of a 6dpf zebrafish at the university of north carolina,	animal	
the intestinal tract of a 6dpf zebrafish at the university of oregon	animal	
the intestinal tract of a larval zebrafish at the university of oregon	animal	
the intestinal tract of a zebrafish at washington university	animal	
the intestinal tract of an adult zebrafish at the university of oregon	animal	
the intestinal tract of an adult zebrafish at washington university	animal	
the intestine of the bluespotted cornetfish (fistularia commersonii)	animal	
the intestines of healthy marine creatures that were collected from the coast of the kanto area	animal	
the japanese common plataspid stinkbug megacopta punctatissima	animal	
the joint of a pig with polyarthritis	animal	
the kidney of a mouse infected with wild-type (type 1) b	animal	
the kidneys of eight white groupers (epinephelus aeneus) that were either moribund or that had died overnight	animal	
the left conjunctiva of a wild male koala suffering from conjunctivitis	animal	
the light organs of the squid euprymna scolopes	animal	
the liver of a female agama impalearis	animal	
the liver of hypophthalmichthys molitrix	animal	
the lung of a calf which had pneumonia	animal	
the lung of a calf with pneumonia	animal	
the lung of a goat	animal	
the lung of a pig with pneumonia	animal	
the lung of a pig with unknown diagnosis	animal	
the lung of a swine ,it has been identified as a serogroup f strain	animal	
the lung of a turkey clinically diagnosed with colibacillosis	animal	
the lung of an infected cattle from the farm	animal	
the lung of calf with pneumonia	animal	
the lung of caprine with contagious caprine pleuropneumonia	animal	
the lung of sick calf	animal	
the lung tissue of the infected cattle	animal	
the marine sponge sarcotragus spinosulus showing	animal	
the mediterranean flour moth, ephestia kuhniella	animal	
the milk of a caprine with mastitis	animal	
the milk of sheep affected	animal	
the mosquito anopheles stephensi	animal	
the mouth of a healthy dog	animal	
the oriental vole, eothenomys miletus,	animal	
the original lyme-disease tick isolate derived	animal	
the ovine rumen	animal	
the ovine rumen and belonging to the order methanomassiliicoccales, has been sequenced and from ovine rumen	animal	
the pea aphid acyrthosiphon pisum	animal	
the pig intestine (ileum)	animal	
the preblastoderm embryos of the pelstrain of culex quinquefasciatus mosquitoes	animal	
the prepuce (genital tissues) of a healthy bull	animal	
the puffin (fratercula arctica) blood from the faeroe islands	animal	
the respiratory tract of sheep and goats, is the aetiologic agent of contagious ovine pleuropneumonia, a respiratory disease of sheep and goats that is widespread	animal	
the respiratory tract of swine	animal	
the rumen of a cow	animal	
the rumen of a sheep	animal	
the rumen of korean native cattle (hanwoo)	animal	
the rumen of the korean native cattle (hanwoo)	animal	
the sea urchin strongylocentrotus intermedius collected	animal	
the sheep rumen	animal	
the skin of a retail chicken	animal	
the skin of squirrel	animal	
the skin of the medical leeches (hirudo verbana), an ecological niche for a broad range of bacterial species	animal	
the soft coral paramuricea placomusa collected	animal	
the soft tick ornithodoros turicatae	animal	
the spleen of a common seal (phoca vitulina)	animal	
the spleen of yellowtail suffering from nocardiosis	animal	
the spleens of the free-living sparrow	animal	
the spleens of the free-living vinous-throated parrotbill	animal	
the sponge acanthostrongylophora	animal	
the swine intestinal tract (ileum) on mucus-based media	animal	
the synovial fluid of a sheep with arthritis	animal	
the synovium of an american alligator	animal	
the tick rhipicephalus turanicus collected from horses	animal	
the urethral fossa of a 4-year-old stallion from a stud farm	animal	
the urogenital tract of a wide female koalas suffering from a urogenital tract infection	animal	
thoroughbred horses	animal	
throat of a dog	animal	
throat of grivit monkey	animal	
tibetan antilope	animal	
tibetan kefir	animal	
tick	animal	
tick colony	animal	
tick found on a deer at camp ripley	animal	
ticks	animal	
ticks throughout europe	animal	
tinned salmon	animal	
tissue from oliver flounder	animal	
tonsils of apparently healthy pigs	animal	
tortoise tubercle	animal	
trachea of apparently healthy wild nestling black storks	animal	
tracheae, air sacs, and pericardialregions from turkey embryos	animal	
tracheal swab from cat-captured mouse	animal	
trichoptera larvae from lake water	animal	
triturated (powdered) pool of unfed adult dermacentor variabilis ticks collected from vegetation near fayetteville, arkansas, usa,	animal	
trout	animal	
trout farm	animal	
tuberculous cow with caseous lesions inlung and bronchomediastinal lymph nodes	animal	
tuna	animal	
turbinate of duck	animal	
turkey carcass	animal	
turkey ceca	animal	
turkey cecum	animal	
turkey feces	animal	
turkey meat	animal	
turkey merckel's diverticulum	animal	
turkey sinus	animal	
two septicaemic giant gourami (osphronemus goramy) fish collected from two different aquaria	animal	
ulcer of a damsel fish	animal	
urine from asymptomatic cattle	animal	
urine from male boxer	animal	
urine of a bull	animal	
uterus of a cow with metritis	animal	
uterus of a maiden mare	animal	
vagina of a dog	animal	
vaginal swab from aborted ewe	animal	
vi-negative isolate from a calf with systemic salmonellosis in the united kingdom	animal	
vole	animal	
vulture feces	animal	
water buffalo's ileum	animal	
waxworms gut	animal	
weaned piglets from spanish farm without previous exposure to antimicrobials	animal	
weanling pig	animal	
western blackleg tick, ixodes pacificus,	animal	
whisker fish	animal	
white-crowned sparrow	animal	
whitetail deer	animal	
whole fly	animal	
whole mosquito body	animal	
wikel tick colony	animal	
wild bird	animal	
wild boar	animal	
wild boar (sus scrofa)	animal	
wild boar spleen	animal	
wild brown trout fished in a prealpine river	animal	
wild caught drosophila melanogaster hemolymph	animal	
wild deer (cervus nippon yesoensis)	animal	
wild flies	animal	
wild marine fishes	animal	
wild native rodent (melomys lutillus, commonly known as the small climbing rat)	animal	
wild rat	animal	
wild yak dung	animal	
wood borer insect	animal	
yellow catfish (pelteobagrus fulvidraco)	animal	
yellow portion of the bacteriome from homalodisca coagulata adults collected in a lemon orchard	animal	
yellowfin tuna	animal	
yolk of a one-day-old chicken with clinical signs of omphalitis	animal	
young sea trout	animal	
zalophus californianus	animal	
zapus hudsonius, mn	animal	
zebrafish from quarantine facility	animal	
zooids of the marine tunicate lissoclinum patella animal l6 collected in the eastern fields region off the coast of papua new guinea	animal	
zooplankton collected from plum island	animal	
zooplankton from seawater	animal	
bal	animal	
bio-serotype o:5,27 and was isolated from a sheep abattoir	animal	
case of fowl cholera	animal	
case of rat bite fever	animal	
casein fouling sample from a dairy factory	animal	
caseous lymphadenitis of goats	animal	
caseous secretion of sheep udder	animal	
ceca	animal	
cecal content	animal	
cecal contents	animal	
cecal sample	animal	
cecal steer	animal	
cecum	animal	
cecum from slaughterhouse	animal	
chicken	animal	
chicken bodily fluid	animal	
commercial dairy product	animal	
commercial egg-producing farm	animal	
commercial ﬁsh murray cod (maccullochella peelii peelii), was a novel species of streptococcus, which is served as the causative agent of a highly contagious and fatal disease characterized	animal	
commercial turkey ileum	animal	
comminuted chicken	animal	
copepod	animal	
cowhouse	animal	
cowshed	animal	
cowshed 10	animal	
cowshed 5	animal	
cowshed 7 multiparous	animal	
cowshed 8 second lactation	animal	
cowshed 9	animal	
cowshed primiparous	animal	
cowshed, probably of bovine fecal origin	animal	
cultivated oysters	animal	
cultured mussel	animal	
dairy	animal	
dairy environment	animal	
dairy factory	animal	
dairy fan	animal	
dairy farm	animal	
digesta samples from rumen	animal	
disease outbreak on a commercial catfish farm, and it is representative of a clonal group of a	animal	
diseased deep sea cage-cultured grouper (trachinotus ovatus)	animal	
diseased host	animal	
feces from steer	animal	
fish, reptiles, amphibians, and mammals, including humans	animal	
